rep7a_1_CDS11947(pSZ4)	CP003669  rep7a_1_CDS11947(pSZ4)_CP003669
rep7a_20_SEp203(pSE12228p02)	AE015931  rep7a_20_SEp203(pSE12228p02)_AE015931
rep7a_21_CDS1(pCW7)	J03323  rep7a_21_CDS1(pCW7)_J03323
rep7a_22_rep(pSBK203)	U35036  rep7a_22_rep(pSBK203)_U35036
rep7a_2_repL(pLUG10)	SLU74623  rep7a_2_repL(pLUG10)_SLU74623
rep7a_3_rep(pSTE1)	HE662694  rep7a_3_rep(pSTE1)_HE662694
rep7a_4_repD(pK214)	NC009751  rep7a_4_repD(pK214)_NC009751
rep7a_5_repD(pTZ4)	NC010111  rep7a_5_repD(pTZ4)_NC010111
rep7a_6_SAP108C001(SAP108C)	GQ900460  rep7a_6_SAP108C001(SAP108C)_GQ900460
rep7a_7_rep(pKH7)	NC002096  rep7a_7_rep(pKH7)_NC002096
rep7a_8_ORF11(pRE25)	X92945  rep7a_8_ORF11(pRE25)_X92945
rep7a_9_repI(pGB354)	SAU83488  rep7a_9_repI(pGB354)_SAU83488
rep7b_1_repJ(pC223)	NC_005243  rep7b_1_repJ(pC223)_NC_005243
rep7b_2_rep(pVGA)	NC011605  rep7b_2_rep(pVGA)_NC011605
rep7b_3_SAP089A003(SAP089A)	GQ900440  rep7b_3_SAP089A003(SAP089A)_GQ900440
rep7b_4_SAP109B006(pSK103)	GQ900463  rep7b_4_SAP109B006(pSK103)_GQ900463
rep7b_5_ORF23(pRUM)	AF507977  rep7b_5_ORF23(pRUM)_AF507977
rep7c_1_rep(MSSA476)	BX571857  rep7c_1_rep(MSSA476)_BX571857
rep7de_1_rep(pACK6)	AF093750  rep7de_1_rep(pACK6)_AF093750
rep8a_1_EP002(pAM373)	NC002630  rep8a_1_EP002(pAM373)_NC002630
rep8b_1_repA(pEJ97p1)	AJ49170  rep8b_1_repA(pEJ97p1)_AJ49170
rep9a_1_repA(pAD1)	L01794  rep9a_1_repA(pAD1)_L01794
rep9b_1_prgW(pBEE99)	GU046453  rep9b_1_prgW(pBEE99)_GU046453
rep9b_2_prgW(EF62pC)	CP002494  rep9b_2_prgW(EF62pC)_CP002494
rep9b_3_repA(pMG2200)	AB374546  rep9b_3_repA(pMG2200)_AB374546
rep9b_4_repA2(pTEF2)	AE016831  rep9b_4_repA2(pTEF2)_AE016831
rep9c_1_repA(pTW9)	AB563188  rep9c_1_repA(pTW9)_AB563188
rep9c_2_prgW(pCF10)	AY855841  rep9c_2_prgW(pCF10)_AY855841
rep9c_3_repA(pPD1)	D78016  rep9c_3_repA(pPD1)_D78016
rep9c_4_prgW(EF62pB)	CP002493  rep9c_4_prgW(EF62pB)_CP002493
repA_1_pKPC-2	CP013325  repA_1_pKPC-2_CP013325
repA_2_pKPC-2	JX397875  repA_2_pKPC-2_JX397875
repUS10_1_CDS25(pSSP1)	AP008935  repUS10_1_CDS25(pSSP1)_AP008935
repUS12_1_rep(pUB110)	AF181950  repUS12_1_rep(pUB110)_AF181950
repUS12_2_repB(SAP014A)	GQ900379  repUS12_2_repB(SAP014A)_GQ900379
repUS12_3_rep(pMSA16)	JQ246438  repUS12_3_rep(pMSA16)_JQ246438
repUS12_4_repU(pSES22)	AM159501  repUS12_4_repU(pSES22)_AM159501
repUS15_1_repA(DO3)	CP003586  repUS15_1_repA(DO3)_CP003586
repUS15_2_repA(pNB2354p1)	CP004064  repUS15_2_repA(pNB2354p1)_CP004064
repUS16_1_repF(pE194)	M17811  repUS16_1_repF(pE194)_M17811
repUS16_2_repB(SAP085B)	GQ900438  repUS16_2_repB(SAP085B)_GQ900438
repUS17_1_rep(pKKS825)	FN377602  repUS17_1_rep(pKKS825)_FN377602
repUS18_1_rep(pKKS825)	FN377602  repUS18_1_rep(pKKS825)_FN377602
repUS18_2_rep(pSTE1)	HE662694  repUS18_2_rep(pSTE1)_HE662694
repUS18_3_ORF2(pDB2011)	KC456362  repUS18_3_ORF2(pDB2011)_KC456362
repUS18_4_rep(pSA8589)	KC561137  repUS18_4_rep(pSA8589)_KC561137
repUS19_1_rep(pDLK3)	GU562626  repUS19_1_rep(pDLK3)_GU562626
repUS1_1_repE(DOp2)	CP003585  repUS1_1_repE(DOp2)_CP003585
repUS1_2_rep(pVEF3)	AM931300  repUS1_2_rep(pVEF3)_AM931300
repUS1_3_rep(pVEF1)	AM296544  repUS1_3_rep(pVEF1)_AM296544
repUS20_1_rep(pAVX)	CP001784  repUS20_1_rep(pAVX)_CP001784
repUS20_2_rep(pCH91)	JQ619831  repUS20_2_rep(pCH91)_JQ619831
repUS21_1_rep(pWBG764)	GQ900468  repUS21_1_rep(pWBG764)_GQ900468
repUS22_1_rep(SAP015B)	GQ900502  repUS22_1_rep(SAP015B)_GQ900502
repUS23_1_repA(SAP099B)	GQ900449  repUS23_1_repA(SAP099B)_GQ900449
repUS24_1_rep(pZB18)	AB611033  repUS24_1_rep(pZB18)_AB611033
repUS25_1_LMIVRS16815(pLMIV)_NZ	CM001470  repUS25_1_LMIVRS16815(pLMIV)_NZ_CM001470
repUS26_1_EFD32pB0001(EFD32pB)	CP003728  repUS26_1_EFD32pB0001(EFD32pB)_CP003728
repUS27_1_repR(pBM407)	FM252033  repUS27_1_repR(pBM407)_FM252033
repUS28_repE(pQY182)	AP013037  repUS28_repE(pQY182)_AP013037
repUS2_1_repA(pBI143)	BFU30316  repUS2_1_repA(pBI143)_BFU30316
repUS31_1_ORF6(pSMQ308)	AY312234  repUS31_1_ORF6(pSMQ308)_AY312234
repUS32_1_LAB5209948(plasmid2)	CP002611  repUS32_1_LAB5209948(plasmid2)_CP002611
repUS33_1_repA(pGdh442)	AY849557  repUS33_1_repA(pGdh442)_AY849557
repUS34_1_rep(pSI01)	JX275965  repUS34_1_rep(pSI01)_JX275965
repUS35_1_A28412072(pvSw2)	CP003671  repUS35_1_A28412072(pvSw2)_CP003671
repUS35_1_CDS1(pKC5b)	AF378372  repUS35_1_CDS1(pKC5b)_AF378372
repUS36_1_ORF1(pLME300)	AJ488494  repUS36_1_ORF1(pLME300)_AJ488494
repUS37_1_SPPN11498(pDRPIS7493)	CP002926  repUS37_1_SPPN11498(pDRPIS7493)_CP002926
repUS38_1_rep(pFW213)	EU685104  repUS38_1_rep(pFW213)_EU685104
repUS39_1_ORF14(pSCFS1)	AJ579365  repUS39_1_ORF14(pSCFS1)_AJ579365
repUS3_1_repM200(pBM200)	DQ437521  repUS3_1_repM200(pBM200)_DQ437521
repUS40_1_repB(pE394)	KP399637  repUS40_1_repB(pE394)_KP399637
repUS41_1_repB(PML21)	JX023543  repUS41_1_repB(PML21)_JX023543
repUS42_1_repB(pVF18)	JN172910  repUS42_1_repB(pVF18)_JN172910
repUS43_1_CDS12738(DOp1)	CP003584  repUS43_1_CDS12738(DOp1)_CP003584
repUS44_1_ORF7(SP187)	AM040731  repUS44_1_ORF7(SP187)_AM040731
repUS45_1_rep(pKKS966)	FN677368  repUS45_1_rep(pKKS966)_FN677368
repUS46_1_SAP099B017(SAP099B)	GQ900449  repUS46_1_SAP099B017(SAP099B)_GQ900449
repUS47_1_repB(pLFE1)	FJ374272  repUS47_1_repB(pLFE1)_FJ374272
repUS48_1_SAP110B007(SAP110B)	GQ900466  repUS48_1_SAP110B007(SAP110B)_GQ900466
repUS49_1_rep(pGB2001)	JF308630  repUS49_1_rep(pGB2001)_JF308630
repUS4_1_repA(pCI2000)	AF178424  repUS4_1_repA(pCI2000)_AF178424
repUS50_1_CDS(p121BS)	AF310974  repUS50_1_CDS(p121BS)_AF310974
repUS51_1_rep(pCPS49)	FN806792  repUS51_1_rep(pCPS49)_FN806792
repUS52_1_repB(pKL0018)	AB290882  repUS52_1_repB(pKL0018)_AB290882
repUS53_1_repB(pJB01)	AY425961  repUS53_1_repB(pJB01)_AY425961
repUS54_1_rep2(pYSI8)	EU185047  repUS54_1_rep2(pYSI8)_EU185047
repUS55_1_repB(pSSU1)	AB019522  repUS55_1_repB(pSSU1)_AB019522
repUS56_1_EFA0012(pTEF1)	AE016833  repUS56_1_EFA0012(pTEF1)_AE016833
repUS57_1_rep(AUS0004p2)	CP003353  repUS57_1_rep(AUS0004p2)_CP003353
repUS58_1_rep371(pER371)	AF022180  repUS58_1_rep371(pER371)_AF022180
repUS59_1_rep(pSGG1)	FR824044  repUS59_1_rep(pSGG1)_FR824044
repUS5_1_CDS20(pETB)	NC003265  repUS5_1_CDS20(pETB)_NC003265
repUS5_2_BJL6515670(pAVX)	CP017805  repUS5_2_BJL6515670(pAVX)_CP017805
repUS60_1_ORF2(pSpnP1)	AM279674  repUS60_1_ORF2(pSpnP1)_AM279674
repUS61_1_repA(pA996)	KC895877  repUS61_1_repA(pA996)_KC895877
repUS62_1_repA(pDN571)	AY648561  repUS62_1_repA(pDN571)_AY648561
repUS63_1_rep(pTE44)	AY082384  repUS63_1_rep(pTE44)_AY082384
repUS64_1_repA(pR18)	JN601038  repUS64_1_repA(pR18)_JN601038
repUS65_1_pli0015(pLI100)	AL592102  repUS65_1_pli0015(pLI100)_AL592102
repUS66_1_ORF6(pDB2011)	KC456362  repUS66_1_ORF6(pDB2011)_KC456362
repUS67_1_LRI1898(pLRI01)	CP006012  repUS67_1_LRI1898(pLRI01)_CP006012
repUS68_1_rep(SAP020A)	GQ900386  repUS68_1_rep(SAP020A)_GQ900386
repUS69_1_LAC30SC10845(pRKC30SC1)	CP002560  repUS69_1_LAC30SC10845(pRKC30SC1)_CP002560
repUS6_1_rep(pFL1)	NC002132  repUS6_1_rep(pFL1)_NC002132
repUS70_1_repA(SAP047A)	GQ900405  repUS70_1_repA(SAP047A)_GQ900405
repUS71_1_repA(pQY182)	AP013037  repUS71_1_repA(pQY182)_AP013037
repUS72_1_C27008541(pKLC4)	CP003855  repUS72_1_C27008541(pKLC4)_CP003855
repUS73_1_rep(pLBUC02)	CP002654  repUS73_1_rep(pLBUC02)_CP002654
repUS74_1_LSEIA15(ATCC334p1)	CP000424  repUS74_1_LSEIA15(ATCC334p1)_CP000424
repUS75_1_repA(8700p2)	CP002393  repUS75_1_repA(8700p2)_CP002393
repUS76_1_rep(pSE12228p05)	AE015934  repUS76_1_rep(pSE12228p05)_AE015934
repUS7_1_rep(pHTbeta)	AB183714  repUS7_1_rep(pHTbeta)_AB183714
repUS7_2_rep(pMG1)	AB206333  repUS7_2_rep(pMG1)_AB206333
repUS8_1_ORF1(pOg32)	LOPPOG32  repUS8_1_ORF1(pOg32)_LOPPOG32
repUS9_1_rep(pSK1)	AF203376  repUS9_1_rep(pSK1)_AF203376
